seq;first;last;
1125;Ollie;Boyd;
1126;Phoebe;Vaughn;
1127;Derek;Ferguson;
1128;Phillip;Bailey;
1129;Aiden;Hampton;
1130;Hester;Ward;
1131;Max;Leonard;
1132;Myra;Myers;
1133;Carolyn;Rogers;
1134;Blanche;Townsend;
1135;Lenora;Edwards;
1136;Christian;Vaughn;
1137;Lawrence;Adkins;
1138;Myra;Sparks;
1139;Johnny;Adams;
1140;Derek;Benson;
1141;Alan;Swanson;
1142;Ida;Becker;
1143;Glen;Larson;
1144;Louis;Thornton;
1145;Bernice;Chandler;
1146;Barbara;Flowers;
1147;Mildred;Gardner;
1148;Leo;Davis;
1149;Alejandro;Thompson;
1150;Michael;Ryan;
1151;Ethan;Black;
1152;Linnie;Fleming;
1153;Joshua;Neal;
1154;Estella;Nunez;
1155;Nannie;Austin;
1156;Austin;Miles;
1157;Earl;Poole;
1158;Charlotte;Ray;
1159;Adelaide;Vargas;
1160;Tommy;Hubbard;
1161;Jared;Christensen;
1162;Mattie;Gonzalez;
1163;Zachary;Warner;
1164;Bobby;Taylor;
1165;Danny;Haynes;
1166;Fred;Harvey;
1167;Nell;Reeves;
1168;Lee;King;
1169;Rosie;Huff;
1170;George;Barnes;
1171;Isabella;Nash;
1172;Adelaide;Richards;
1173;Rosalie;Lawrence;
1174;Rose;Jackson;
1175;Zachary;Sparks;
1176;Jeffrey;Sparks;
1177;Nina;Chavez;
1178;Mina;Harmon;
1179;Tillie;Briggs;
1180;Maurice;Patton;
1181;Alta;Wilkerson;
1182;Adeline;Vasquez;
1183;Joe;Anderson;
1184;Kate;Smith;
1185;Rena;Cruz;
1186;Louisa;Scott;
1187;Joel;Bennett;
1188;Charlie;Ramos;
1189;Maude;Goodman;
1190;Matilda;Cobb;
1191;Jim;French;
1192;Shawn;Gonzalez;
1193;Frances;Beck;
1194;Jared;Jimenez;
1195;Justin;Parker;
1196;Nellie;Fitzgerald;
1197;Adelaide;Pittman;
1198;Johanna;McDaniel;
1199;Louis;Holt;
1200;Roy;Moss;
1201;Winifred;Page;
1202;Rodney;Robbins;
1203;Janie;Wood;
1204;Olive;Alvarado;
1205;Alma;Ramos;
1206;Logan;Carpenter;
1207;Estelle;Benson;
1208;Jeffery;Francis;
1209;Duane;Hicks;
1210;Beulah;Banks;
1211;Craig;Ruiz;
1212;George;Reed;
1213;Albert;Rose;
1214;Mitchell;Matthews;
1215;Dale;Byrd;
1216;Rachel;Stone;
1217;Millie;Hernandez;
1218;Sallie;Cox;
1219;Floyd;Davis;
1220;Gary;Owen;
1221;Maurice;Todd;
1222;Benjamin;Hunt;
1223;Ray;Ramos;
1224;Madge;Bailey;
1225;Ethan;Potter;
1226;Polly;Montgomery;
1227;Mark;Gilbert;
1228;Zachary;Fernandez;
1229;Nathaniel;Fleming;
1230;Myrtle;Robbins;
1231;Lester;Bates;
1232;Martin;Roy;
1233;Larry;Copeland;
1234;Kyle;McCarthy;
1235;Dean;Willis;
1236;Lulu;Mann;
1237;Francis;Luna;
1238;Glen;Andrews;
1239;Polly;Guerrero;
1240;May;Cummings;
1241;Carl;Fletcher;
1242;Jessie;Lawrence;
1243;Clara;Barker;
1244;Georgie;Adams;
1245;Sara;Neal;
1246;Adeline;Fitzgerald;
1247;Alex;Higgins;
1248;Rhoda;Fleming;
1249;Helen;Baldwin;
1250;Lois;Sutton;
1251;Jeff;Quinn;
1252;Caleb;Palmer;
1253;Isaiah;Rogers;
1254;Ruby;Gonzalez;
1255;Ronald;Hernandez;
1256;Kenneth;Hart;
1257;Madge;Gill;
1258;Raymond;Adkins;
1259;Joshua;Boone;
1260;Lou;Jackson;
1261;Elva;Farmer;
1262;Jimmy;Craig;
1263;Jorge;Gregory;
1264;Lora;Anderson;
1265;Douglas;Owens;
1266;Clifford;Rowe;
1267;Gordon;West;
1268;Ruby;Dean;
1269;Charles;Christensen;
1270;Manuel;Morris;
1271;Carlos;Logan;
1272;Anne;Reed;
1273;Harriett;Schneider;
1274;Lenora;Mullins;
1275;Earl;Medina;
1276;Rosie;Munoz;
1277;Ronnie;Myers;
1278;Callie;Castro;
1279;Brandon;Bowman;
1280;Mayme;Brown;
1281;Mildred;Stanley;
1282;Millie;Bowers;
1283;Harriet;Diaz;
1284;Sally;Brooks;
1285;Emily;Cummings;
1286;Amelia;Lane;
1287;Charles;Holt;
1288;Lilly;Powell;
1289;Lillian;Lopez;
1290;Ryan;Ryan;
1291;Myrtle;Morris;
1292;Chester;Carroll;
1293;David;Gilbert;
1294;Craig;Hansen;
1295;Mable;Garner;
1296;Gavin;Lane;
1297;Marc;Hayes;
1298;Lucile;Wallace;
1299;Clayton;Simpson;
1300;Olga;Nelson;
1301;Marcus;Floyd;
1302;Nathan;Gardner;
1303;Landon;Jennings;
1304;Corey;Chandler;
1305;Steve;Thompson;
1306;Lee;Spencer;
1307;Alex;Hudson;
1308;Andrew;Quinn;
1309;Caleb;Strickland;
1310;Don;Bryant;
1311;Leon;White;
1312;Derek;Reyes;
1313;Isaiah;Thornton;
1314;Harriett;Miller;
1315;Nellie;Gregory;
1316;Francis;Tucker;
1317;Agnes;Vasquez;
1318;Jordan;Perez;
1319;Mina;Ball;
1320;Maude;Henderson;
1321;Celia;Scott;
1322;Jeremy;Bowen;
1323;Cordelia;French;
1324;Corey;Bailey;
1325;Hunter;Cook;
1326;Christina;Hughes;
1327;Estella;Payne;
1328;Christopher;Hill;
1329;Hilda;Patterson;
1330;Nannie;Buchanan;
1331;Rose;Peters;
1332;Jerry;Murphy;
1333;Cecilia;Chandler;
1334;Russell;Miller;
1335;Frank;Riley;
1336;Irene;Hernandez;
1337;Raymond;Oliver;
1338;Albert;Long;
1339;Lelia;Fields;
1340;Leo;Weber;
1341;Roger;Vargas;
1342;Earl;Patterson;
1343;Ruth;Curry;
1344;Jose;Sutton;
1345;Robert;Sharp;
1346;Arthur;Boyd;
1347;Kyle;Wallace;
1348;Marc;Alvarado;
1349;Steve;Bryan;
1350;Mildred;Smith;
1351;Lou;Abbott;
1352;Wayne;Zimmerman;
1353;Marian;Klein;
1354;Mason;Blair;
1355;Bess;Hardy;
1356;Dorothy;Hernandez;
1357;Russell;Ross;
1358;Laura;Thornton;
1359;Tom;Fletcher;
1360;Rosa;Watts;
1361;Janie;Schmidt;
1362;Jayden;Peters;
1363;Eugene;Cunningham;
1364;William;Coleman;
1365;Emily;Hoffman;
1366;Gavin;Reed;
1367;Christopher;Little;
1368;Troy;Harrington;
1369;Miguel;Turner;
1370;Nathaniel;Buchanan;
1371;Walter;Rios;
1372;Warren;Hammond;
1373;Jack;Patrick;
1374;Annie;Baker;
1375;Leah;Hayes;
1376;Ann;Newman;
1377;Linnie;Smith;
1378;Nina;Hunt;
1379;Thomas;Watts;
1380;Noah;Chandler;
1381;Barbara;Briggs;
1382;Mamie;McCoy;
1383;Ora;Hunter;
1384;Annie;Brooks;
1385;Nell;Jennings;
1386;Andrew;Brady;
1387;Francisco;Baldwin;
1388;Susie;Buchanan;
1389;Howard;Yates;
1390;Maude;Wise;
1391;Florence;Coleman;
1392;Frank;Thompson;
1393;Shane;Pratt;
1394;Mollie;Silva;
1395;Barbara;Brown;
1396;John;Harmon;
1397;Corey;Webster;
1398;Steven;Moore;
1399;May;Howell;
1400;Rosie;Wells;
1401;Kathryn;Pearson;
1402;Sara;Warner;
1403;Georgia;Owens;
1404;Clifford;Bates;
1405;Rhoda;Burke;
1406;Olivia;Howell;
1407;Douglas;Martinez;
1408;Glen;Obrien;
1409;Theresa;Bridges;
1410;James;Shelton;
1411;Blake;Dean;
1412;Cora;Greer;
1413;Glenn;Stevens;
1414;Mable;Reeves;
1415;Cameron;Medina;
1416;Bradley;Schultz;
1417;Harriett;Lyons;
1418;George;Allison;
1419;Nathan;Harvey;
1420;Marguerite;Mitchell;
1421;Elizabeth;Hunter;
1422;Jerome;Fleming;
1423;Jean;Young;
1424;Gavin;Porter;
1425;Jennie;Olson;
1426;Mildred;Mathis;
1427;Ethel;Moss;
1428;Lela;Tucker;
1429;Jordan;Craig;
1430;Sophia;Sherman;
1431;Sadie;Rowe;
1432;Edna;McCoy;
1433;Sophie;Hall;
1434;Todd;Mack;
1435;Martin;Marshall;
1436;Jim;Flores;
1437;Matthew;Jennings;
1438;Bernard;Terry;
1439;Alan;Greer;
1440;Gavin;Mullins;
1441;Marvin;Grant;
1442;Ella;Bryan;
1443;Donald;Rivera;
1444;Scott;Gordon;
1445;Jared;Schultz;
1446;George;Christensen;
1447;Beatrice;Chambers;
1448;Joe;Cooper;
1449;Melvin;Howard;
1450;Marie;Nguyen;
1451;Sophie;Webster;
1452;Christine;Dennis;
1453;Cecilia;Flowers;
1454;Harriett;Lewis;
1455;Kevin;Cox;
1456;Juan;Ingram;
1457;Mabelle;Edwards;
1458;Edith;Pearson;
1459;Nathaniel;Hoffman;
1460;Marvin;Walton;
1461;Angel;Blake;
1462;Rena;McCoy;
1463;Olga;Marshall;
1464;George;Dawson;
1465;Derrick;Hansen;
1466;Frances;Washington;
1467;Lenora;Waters;
1468;Della;McCoy;
1469;Gregory;Mann;
1470;Howard;Payne;
1471;Adelaide;Briggs;
1472;Sophie;Henry;
1473;Gerald;Hughes;
1474;Herbert;Miles;
1475;Aaron;Morris;
1476;Gerald;McDaniel;
1477;Lena;Graham;
1478;Roger;Sharp;
1479;Tom;Hunter;
1480;Eunice;Sutton;
1481;Pearl;Francis;
1482;Ella;Floyd;
1483;Landon;Romero;
1484;Timothy;Franklin;
1485;Lester;Fitzgerald;
1486;Shawn;Summers;
1487;Sophia;Flores;
1488;Andre;Hardy;
1489;Charlie;Allen;
1490;Tommy;Gibbs;
1491;James;Santos;
1492;Cora;Townsend;
1493;Tommy;Glover;
1494;Austin;Moreno;
1495;Catherine;Wheeler;
1496;Edwin;Terry;
1497;Philip;Campbell;
1498;Viola;Abbott;
1499;Shane;Weaver;
1500;Angel;Guerrero;
1501;Luella;Phelps;
1502;Julian;Simpson;
1503;Evan;Gibbs;
1504;Amelia;Flowers;
1505;Virgie;Vaughn;
1506;Adele;Harrison;
1507;Estella;Brooks;
1508;Ernest;Yates;
1509;Clifford;Padilla;
1510;Larry;Becker;
1511;Maude;Newman;
1512;Robert;Herrera;
1513;Ola;Hunter;
1514;Ollie;May;
1515;Nannie;Tucker;
1516;Mark;Reed;
1517;Leo;Curtis;
1518;Edna;Pearson;
1519;Francis;Roberts;
1520;Troy;Poole;
1521;Helena;Cox;
1522;Jose;Phelps;
1523;Vera;Berry;
1524;Amy;Allison;
1525;Arthur;Wells;
1526;Leona;Terry;
1527;Dollie;Marsh;
1528;Vera;Pena;
1529;Brian;Parsons;
1530;Isaiah;Roy;
1531;Craig;Owens;
1532;Barry;Chandler;
1533;Rena;Simmons;
1534;Lloyd;Beck;
1535;Rosie;Powers;
1536;Hunter;Henry;
1537;Walter;McBride;
1538;Nathaniel;Obrien;
1539;Jesus;McLaughlin;
1540;Mayme;Young;
1541;Sara;Underwood;
1542;Sara;Morales;
1543;Austin;Page;
1544;Sara;Powers;
1545;Ricky;Matthews;
1546;Ina;Gonzalez;
1547;Francis;Hunter;
1548;Elmer;Cummings;
1549;Mattie;Wright;
1550;Lela;Schmidt;
1551;Cole;Park;
1552;Cynthia;Goodwin;
1553;Katie;Hill;
1554;Lily;Mason;
1555;Adelaide;Snyder;
1556;Cynthia;Fernandez;
1557;Bradley;Holmes;
1558;Lucy;Tate;
1559;Julia;Ingram;
1560;Eula;Reynolds;
1561;Mae;Little;
1562;Jorge;Norton;
1563;Genevieve;Schultz;
1564;Sam;Figueroa;
1565;Jonathan;Paul;
1566;Tony;Adkins;
1567;Leonard;Webster;
1568;Logan;Alvarado;
1569;Charles;Neal;
1570;Charles;Holmes;
1571;Albert;Mathis;
1572;John;Glover;
1573;Marian;Harrington;
1574;Frank;Glover;
1575;Connor;Lane;
1576;Christian;Cole;
1577;Erik;McBride;
1578;Louis;Palmer;
1579;Harriet;Ferguson;
1580;Dale;King;
1581;Henry;Thornton;
1582;Maggie;Greene;
1583;Helena;Elliott;
1584;Jane;Nelson;
1585;Franklin;Keller;
1586;Raymond;Price;
1587;Millie;Carlson;
1588;Nettie;Jenkins;
1589;Justin;Lucas;
1590;Maude;McCoy;
1591;Clyde;Gray;
1592;Ella;Schmidt;
1593;Eva;Alvarez;
1594;Derrick;Jensen;
1595;Jesse;Cain;
1596;Paul;Santiago;
1597;Chad;Green;
1598;Sam;Terry;
1599;Craig;Stewart;
1600;Alex;Webster;
1601;Vincent;Elliott;
1602;Jim;Perkins;
1603;Mildred;Glover;
1604;Scott;Goodwin;
1605;Elijah;Hicks;
1606;Dean;Reynolds;
1607;Arthur;Oliver;
1608;Cole;Colon;
1609;Oscar;Robbins;
1610;Louise;Fletcher;
1611;Francis;Colon;
1612;Genevieve;Burke;
1613;Nicholas;Pearson;
1614;Helena;Jensen;
1615;Luis;Morales;
1616;Herman;Diaz;
1617;Elijah;Cook;
1618;Clayton;Fuller;
1619;Willie;Massey;
1620;Cole;Park;
1621;Adeline;Bradley;
1622;Victoria;Gilbert;
1623;Irene;Mendez;
1624;Pearl;Harrington;
1625;Leah;Gardner;
1626;Mathilda;Bennett;
1627;Gregory;Silva;
1628;Mollie;Zimmerman;
1629;Trevor;Walton;
1630;Lloyd;Barker;
1631;Luella;Bates;
1632;Jeff;Jordan;
1633;Birdie;Martinez;
1634;Pauline;Fernandez;
1635;Darrell;Guzman;
1636;Callie;Ball;
1637;Adeline;Murphy;
1638;Sean;Garcia;
1639;Craig;Snyder;
1640;Rena;Pratt;
1641;Lida;Gregory;
1642;Alta;Matthews;
1643;Keith;Wilson;
1644;Matthew;Bishop;
1645;Maude;Watkins;
1646;Connor;Nash;
1647;Roxie;Reeves;
1648;Harry;Jensen;
1649;Agnes;Brock;
1650;Jim;Tyler;
1651;Roy;Park;
1652;Eugenia;Simpson;
1653;Floyd;Wilkerson;
1654;Seth;McCoy;
1655;Herman;Flowers;
1656;Erik;Leonard;
1657;Ina;Walton;
1658;Herman;Ryan;
1659;Walter;Gonzales;
1660;Keith;Ray;
1661;Jerry;Parsons;
1662;Aaron;Greer;
1663;Birdie;Armstrong;
1664;Jeffery;Walker;
1665;Mabel;Casey;
1666;Dollie;Guerrero;
1667;Alex;Nash;
1668;Elmer;Hernandez;
1669;Fanny;Summers;
1670;Cordelia;Fox;
1671;Frederick;Campbell;
1672;Todd;Steele;
1673;Cole;Barnes;
1674;Carolyn;Guerrero;
1675;Charlotte;Ryan;
1676;Jordan;Clayton;
1677;Steven;Pittman;
1678;Lettie;Abbott;
1679;Tyler;Pope;
1680;Essie;Rogers;
1681;Teresa;Parks;
1682;Beatrice;Black;
1683;Phillip;Brady;
1684;Ola;Henderson;
1685;George;Murray;
1686;Christopher;Bowman;
1687;Wayne;Watson;
1688;Fanny;Meyer;
1689;Lucinda;Aguilar;
1690;Winnie;Campbell;
1691;Sally;McCoy;
1692;Ellen;Wolfe;
1693;Frances;Joseph;
1694;Roger;Myers;
1695;Louisa;Young;
1696;Alvin;Porter;
1697;Lizzie;Alexander;
1698;Max;Soto;
1699;Frances;Garcia;
1700;Rhoda;Price;
1701;Eugenia;Hawkins;
1702;Rosetta;Manning;
1703;Bill;Baker;
1704;Mitchell;Burke;
1705;Lizzie;Wilson;
1706;Timothy;Webster;
1707;Randy;Strickland;
1708;Oscar;Jenkins;
1709;Mario;Brooks;
1710;Esther;Hale;
1711;Shane;Hines;
1712;Polly;May;
1713;Christopher;Watkins;
1714;Brett;Williams;
1715;Mae;Erickson;
1716;Alta;Daniel;
1717;Gordon;Lynch;
1718;Winnie;Powell;
1719;Irene;Russell;
1720;Lillian;Franklin;
1721;Edith;Perkins;
1722;Callie;Garcia;
1723;Estelle;Obrien;
1724;Noah;George;
1725;Trevor;Ryan;
1726;Callie;Long;
1727;Josephine;Fox;
1728;Franklin;Pope;
1729;Vincent;Chambers;
1730;Sue;Hawkins;
1731;Donald;May;
1732;Willie;Crawford;
1733;Susan;Sandoval;
1734;Mabelle;Harrington;
1735;Brent;Hughes;
1736;Nathaniel;Wagner;
1737;Ethel;Jackson;
1738;Frances;Munoz;
1739;Marvin;McDonald;
1740;Jacob;Rios;
1741;Ollie;Larson;
1742;Mae;Payne;
1743;Isaiah;Lawrence;
1744;Don;Phillips;
1745;Viola;Lopez;
1746;Mae;McKenzie;
1747;Glen;Ward;
1748;Carl;Ellis;
1749;Carolyn;Mitchell;
1750;Edwin;McDonald;
1751;Marvin;Flores;
1752;Rosie;Ortiz;
1753;Fanny;Newton;
1754;Delia;Hale;
1755;Louisa;Francis;
1756;Alfred;Olson;
1757;Wayne;Anderson;
1758;Delia;Beck;
1759;Christine;Carroll;
1760;Phillip;Johnson;
1761;Douglas;Roberson;
1762;Travis;Erickson;
1763;Clarence;Black;
1764;Alice;Nunez;
1765;Ollie;Drake;
1766;Lydia;Ball;
1767;Nora;Newman;
1768;Tommy;Myers;
1769;Billy;Steele;
1770;Joel;Riley;
1771;Ophelia;Meyer;
1772;Sophie;Mills;
1773;Sam;Joseph;
1774;Martin;Rowe;
1775;Cordelia;McKenzie;
1776;Ida;Brooks;
1777;Emilie;Blair;
1778;Olive;Lynch;
1779;Alexander;McDaniel;
1780;Edna;Reed;
1781;Douglas;Walker;
1782;Lura;Horton;
1783;Lucille;Ellis;
1784;Justin;Bush;
1785;Timothy;Owens;
1786;Dustin;Floyd;
1787;Alvin;Martinez;
1788;Russell;Benson;
1789;Victor;Bass;
1790;Edward;Clayton;
1791;Antonio;Cross;
1792;Travis;Carpenter;
1793;Catherine;Grant;
1794;Sylvia;Tucker;
1795;Lydia;Ball;
1796;Cody;Reed;
1797;Lewis;Coleman;
1798;Dean;Bowen;
1799;Dominic;Nelson;
1800;Aaron;Gibbs;
1801;Amanda;White;
1802;Rose;Nichols;
1803;Lydia;Paul;
1804;Alta;Perry;
1805;Eva;Little;
1806;Georgie;Young;
1807;Nannie;Bradley;
1808;Carrie;Maldonado;
1809;Laura;Abbott;
1810;Rose;Swanson;
1811;Connor;Bush;
1812;Bryan;McCoy;
1813;Jason;Guerrero;
1814;Nathan;Steele;
1815;Craig;Bates;
1816;Milton;Wagner;
1817;Jeff;Flores;
1818;Bertie;Mann;
1819;Isaac;Peterson;
1820;Olive;Patrick;
1821;Darrell;Ferguson;
1822;Lillian;Davis;
1823;Patrick;Valdez;
1824;Seth;Brady;
1825;Roger;Carter;
1826;Rosa;Ford;
1827;Brett;Garner;
1828;Isabelle;Munoz;
1829;Jacob;Todd;
1830;Steve;Ortiz;
1831;Lora;Berry;
1832;Mason;Santiago;
1833;Phillip;Daniels;
1834;Bertha;Douglas;
1835;Nannie;Reed;
1836;Jackson;Watkins;
1837;Micheal;McGuire;
1838;Leonard;McKenzie;
1839;Bessie;Gross;
1840;Edith;Moore;
1841;Larry;Pierce;
1842;Lou;Carlson;
1843;Beatrice;Schneider;
1844;Isaac;Becker;
1845;Sam;Greene;
1846;Brent;Ford;
1847;John;Haynes;
1848;Kevin;Bowman;
1849;Olga;Huff;
1850;Floyd;Grant;
1851;Jared;Byrd;
1852;Mina;Byrd;
1853;Dustin;Harvey;
1854;Manuel;Lewis;
1855;Amelia;Wolfe;
1856;Roxie;Parsons;
1857;Jared;Burns;
1858;Myrtie;Rodriquez;
1859;Amy;Lewis;
1860;Etta;Rivera;
1861;Eleanor;Greer;
1862;George;Bryant;
1863;Blake;Reyes;
1864;Nettie;Hudson;
1865;Thomas;Elliott;
1866;Ian;Day;
1867;Darrell;McKenzie;
1868;Vera;Hill;
1869;Louis;Moore;
1870;Clyde;Hampton;
1871;Emma;Neal;
1872;Loretta;Garrett;
1873;Mabelle;Rios;
1874;Warren;Banks;
1875;Corey;King;
1876;Steve;Howard;
1877;Adele;Parks;
1878;Mittie;Moore;
1879;Devin;Soto;
1880;Jonathan;McCoy;
1881;George;Ramirez;
1882;Lelia;Chambers;
1883;Maria;Ramos;
1884;Jim;Tran;
1885;Connor;Gutierrez;
1886;Julian;Graves;
1887;Derrick;Rogers;
1888;Gregory;Burton;
1889;Gregory;Davidson;
1890;Effie;Hanson;
1891;Eugene;Norris;
1892;Hattie;Love;
1893;Adam;Marsh;
1894;Vera;Campbell;
1895;Jorge;Olson;
1896;Jared;Gross;
1897;Lura;Reynolds;
1898;Catherine;Castillo;
1899;Jackson;Farmer;
1900;Harry;Barton;
1901;Michael;Tran;
1902;Alma;Robbins;
1903;Charles;Ramirez;
1904;Allen;Lynch;
1905;Linnie;Matthews;
1906;Glen;Gregory;
1907;Carolyn;Larson;
1908;Eleanor;Roberson;
1909;Florence;Knight;
1910;Leona;Stevens;
1911;Hattie;Riley;
1912;Winifred;Palmer;
1913;Scott;Payne;
1914;Elizabeth;Patterson;
1915;Manuel;Morris;
1916;Bernice;Perez;
1917;Millie;Stone;
1918;Clayton;Morgan;
1919;Jeff;Bridges;
1920;Lydia;Cannon;
1921;Lloyd;Hayes;
1922;Nathaniel;Shaw;
1923;Mike;Houston;
1924;Amy;Walker;
1925;Stella;Abbott;
1926;Sophie;Long;
1927;Jane;Sanchez;
1928;Isabelle;Casey;
1929;Mark;Stevenson;
1930;Lula;Allen;
1931;Lillie;Webster;
1932;Milton;Bryan;
1933;Brett;Simmons;
1934;Belle;Jimenez;
1935;Ola;Frazier;
1936;Barbara;Welch;
1937;Marie;Schmidt;
1938;Dylan;Moore;
1939;Luis;Gomez;
1940;Virgie;McKinney;
1941;Jay;McKinney;
1942;Martha;Tucker;
1943;Elmer;Sanders;
1944;Alan;Wade;
1945;Edgar;Wolfe;
1946;Brandon;Warren;
1947;Mabel;Tran;
1948;Millie;Parsons;
1949;Eleanor;Walton;
1950;Ruth;Sims;
1951;Sara;Greer;
1952;Birdie;Sullivan;
1953;Nellie;Love;
1954;Josephine;Rodriquez;
1955;Peter;King;
1956;Alan;Roy;
1957;Lura;Snyder;
1958;Leah;Bell;
1959;Ollie;Padilla;
1960;Mayme;Hunter;
1961;Brent;Brock;
1962;Jesus;Leonard;
1963;Brian;Murphy;
1964;Brent;Burke;
1965;Joel;Murphy;
1966;Keith;Ryan;
1967;Antonio;Sullivan;
1968;Frederick;Cross;
1969;Leon;Kim;
1970;Donald;Stevens;
1971;Jeffrey;Hodges;
1972;Trevor;Anderson;
1973;Louise;Pierce;
1974;Mamie;Delgado;
1975;Cordelia;Jimenez;
1976;Dorothy;Fox;
1977;Nancy;Edwards;
1978;Ethel;McGee;
1979;Rosa;Abbott;
1980;Emily;French;
1981;Mario;Padilla;
1982;Georgie;Potter;
1983;Shane;Foster;
1984;Eleanor;Moss;
1985;Irene;Ford;
1986;Celia;Potter;
1987;Lucas;Bryant;
1988;Russell;Collins;
1989;Isaac;Carroll;
1990;Susan;Parker;
1991;Helena;Aguilar;
1992;Hannah;Duncan;
1993;Mary;Matthews;
1994;Dorothy;Bridges;
1995;Clifford;Torres;
1996;Seth;Fowler;
1997;Jon;Cortez;
1998;Hettie;Jordan;
1999;Claudia;Kim;
2000;Pauline;Moore;
2001;Lina;Gibson;
2002;Nora;Castillo;
2003;Louise;Perkins;
2004;Wesley;Matthews;
2005;Raymond;Greer;
2006;Lora;Norman;
2007;Estelle;Lynch;
2008;Gerald;Fitzgerald;
2009;Maude;Vega;
2010;Mattie;Greer;
2011;Alta;Roberson;
2012;Elijah;Powers;
2013;Brandon;Watkins;
2014;Zachary;Tucker;
2015;Lester;Daniel;
2016;Florence;Luna;
2017;Craig;Ward;
2018;Carlos;Willis;
2019;Christopher;Casey;
2020;Corey;Riley;
2021;Louise;Hicks;
2022;Julian;Lambert;
2023;Amanda;Pearson;
2024;Bernice;McCormick;
2025;Eunice;Collier;
2026;Tommy;Fuller;
2027;Estella;Joseph;
2028;Bernice;Fleming;
2029;Lily;Bush;
2030;Timothy;Huff;
2031;Isaiah;Waters;
2032;Edwin;Norman;
2033;Lillian;Kim;
2034;Antonio;Garcia;
2035;Sarah;McDonald;
2036;Floyd;Dixon;
2037;Ralph;Gregory;
2038;Lenora;Clarke;
2039;Bess;Gonzales;
2040;Peter;Robertson;
2041;Blanche;Torres;
2042;Christine;Frazier;
2043;Rosetta;Jackson;
2044;Rena;Hall;
2045;Dustin;Sanders;
2046;Ora;Schultz;
2047;Philip;Harmon;
2048;Marcus;Valdez;
2049;Gordon;Luna;
2050;Leon;Hughes;
2051;Dean;Sanchez;
2052;Catherine;Miles;
2053;Madge;Rowe;
2054;Jeremiah;Klein;
2055;Lora;Lopez;
2056;Eliza;Mason;
2057;Elsie;Douglas;
2058;Tom;Bowman;
2059;Larry;Potter;
2060;Seth;McKinney;
2061;Harvey;Black;
2062;Ella;Knight;
2063;Dominic;Clarke;
2064;Theresa;Johnston;
2065;Dominic;Moss;
2066;Christina;Tyler;
2067;Lloyd;Vargas;
2068;Callie;Morgan;
2069;Nannie;Martinez;
2070;Gordon;Alvarado;
2071;Willie;McGee;
2072;Garrett;Morrison;
2073;Pauline;Malone;
2074;Travis;Harrison;
2075;Vernon;Saunders;
2076;Lida;Flores;
2077;Alex;Harmon;
2078;Hallie;Nichols;
2079;Ethel;Ray;
2080;Zachary;Murray;
2081;Floyd;Stevens;
2082;Lewis;Rios;
2083;Pauline;Chambers;
2084;Owen;Daniels;
2085;Warren;Williamson;
2086;Tony;Hernandez;
2087;Adelaide;Wood;
2088;Joshua;Herrera;
2089;Edgar;Wood;
2090;Cody;Pearson;
2091;Glenn;Ellis;
2092;Ada;Vasquez;
2093;Dale;Payne;
2094;Ricardo;Harris;
2095;Marcus;Hanson;
2096;Jeremy;Page;
2097;Cory;Lopez;
2098;Cole;Kelly;
2099;Jim;Hill;
2100;Eugenia;Mullins;
2101;Carlos;Montgomery;
2102;Philip;Reese;
2103;Fanny;Duncan;
2104;Caroline;Thompson;
2105;Gilbert;Martin;
2106;Logan;Holloway;
2107;Marian;Page;
2108;Madge;Washington;
2109;Josephine;Bishop;
2110;Rebecca;Lopez;
2111;Essie;Weaver;
2112;Lucinda;Long;
2113;Charlotte;McDonald;
2114;Hunter;Santiago;
2115;Glenn;Strickland;
2116;Hilda;Gomez;
2117;Isaac;Foster;
2118;Richard;Fisher;
2119;Melvin;Manning;
2120;Max;Pope;
2121;Lola;Taylor;
2122;Marvin;Barnes;
2123;Dorothy;Lawrence;
2124;Emily;Harper;
2125;Jessie;Hoffman;
2126;Abbie;Ellis;
2127;Myra;Greene;
2128;Lura;Williams;
2129;Maud;Wheeler;
2130;Rosie;Phelps;
2131;Katie;James;
2132;Marian;Phillips;
2133;Madge;Drake;
2134;Genevieve;Clark;
2135;Steven;Peterson;
2136;Mabel;Hammond;
2137;Joe;Lucas;
2138;Steven;Stephens;
2139;Brandon;Burns;
2140;Max;Andrews;
2141;Mayme;Page;
2142;Cora;Snyder;
2143;Henrietta;Cruz;
2144;Clarence;Gomez;
2145;Katherine;Taylor;
2146;Ronnie;Colon;
2147;Clayton;Medina;
2148;Linnie;McDonald;
2149;Nannie;Lawrence;
2150;Scott;Harrison;
2151;Cory;Wong;
2152;Chad;Carlson;
2153;Eva;Johnston;
2154;Carlos;Silva;
2155;Garrett;Reeves;
2156;Lydia;McGuire;
2157;Mollie;Hale;
2158;Elsie;Lopez;
2159;Jeffrey;Gordon;
2160;Mamie;Freeman;
2161;Rachel;Richardson;
2162;Lelia;Stewart;
2163;Edward;Hodges;
2164;Benjamin;Summers;
2165;Janie;Fields;
2166;May;Potter;
2167;Francisco;Lewis;
2168;Corey;King;
2169;Hilda;Russell;
2170;Eugenia;Wilkerson;
2171;Glenn;Maldonado;
2172;Mae;Bowen;
2173;Rose;Nguyen;
2174;George;Murray;
2175;Gilbert;Roberson;
2176;Chester;Casey;
2177;Leonard;Lloyd;
2178;Jason;Moore;
2179;Charles;Kelly;
2180;Vernon;Tate;
